Restaurant,Chinese Reviews Rating,Chinese Reviews Count,All Reviews Rating,All Reviews Count,Link
New China Garden,4.2,5,3.5,124,https://www.google.com/maps/place/?q=place_id:ChIJcVDAYNfywokRPUaKrm0UBpg
D & B Chinese Double,4.2,5,4.2,255,https://www.google.com/maps/place/?q=place_id:ChIJI1psKy9OwokR3u9N5nv48yA
New Li Hing,4.2,5,4.1,104,https://www.google.com/maps/place/?q=place_id:ChIJ5eA1R_hEwokRTMgwpBr921E
Jade,4.2,5,4.4,162,https://www.google.com/maps/place/?q=place_id:ChIJif3vr6RgwokR_EfGjDCaxxk
empire express,4.2,5,4.8,235,https://www.google.com/maps/place/?q=place_id:ChIJ0Y_bgTiLwokRwiSn5vbYy-Q
King Wah Fusion,4.2,5,4.2,202,https://www.google.com/maps/place/?q=place_id:ChIJ7_XiAUZfwokReelyn8V4nAY
Ozen Sushi Asian Fusion,4.2,10,4.1,293,https://www.google.com/maps/place/?q=place_id:ChIJb5N7zCf2wokRE6kxhGJaJ0Y
Maxi's Noodle,4.198895028,181,4.3,765,https://www.google.com/maps/place/?q=place_id:ChIJl6PN951hwokRsN4kn0ZU0po
Zhong Jie,4.198113208,106,4.2,186,https://www.google.com/maps/place/?q=place_id:ChIJV3YZBbRZwokRx4FzhQYOlIE
Yin Ji Chang Fen,4.196850394,254,4.2,888,https://www.google.com/maps/place/?q=place_id:ChIJzSF9rgxbwokRLQ3lClIdYH8
DimSum Seafood Restaurant,4.196825397,315,4.2,1610,https://www.google.com/maps/place/?q=place_id:ChIJmRUzT2q0w4kRiiUJpOOhryI
Taipei Hong,4.196428571,56,4.3,166,https://www.google.com/maps/place/?q=place_id:ChIJhemqTRBgwokR4EanRlfoNbQ
Hunan Slurp,4.193548387,186,4.2,468,https://www.google.com/maps/place/?q=place_id:ChIJ__-7Jp1ZwokRqMtG8dflABo
A-Jiao,4.189189189,37,4.3,216,https://www.google.com/maps/place/?q=place_id:ChIJO_iVjqVYwokRo6gL2oABkeQ
LaoJie Hotpot,4.188976378,127,4.3,545,https://www.google.com/maps/place/?q=place_id:ChIJ76QaGzxZwokRfGxoduYPISA
HUPO琥珀 | Best Szechuan Food in LIC,4.18556701,97,4.4,540,https://www.google.com/maps/place/?q=place_id:ChIJkzwxb_VZwokRCQbOg1hggOw
Mei Lai Wah,4.183486239,327,4.4,3592,https://www.google.com/maps/place/?q=place_id:ChIJM3elBidawokRJKPC55N6pQI
Hometown Hotpot & BBQ,4.182481752,274,4.3,2094,https://www.google.com/maps/place/?q=place_id:ChIJ11vJWohZwokRpB812SavVWI
Beijing House,4.181818182,11,4,134,https://www.google.com/maps/place/?q=place_id:ChIJrwU2SjxcwokRc4jfWZz7yNI
New Wok's Kitchen,4.181818182,22,4,170,https://www.google.com/maps/place/?q=place_id:ChIJjQYf3lxgwokRN5dmQtAD4Ak
Hot Space Brooklyn,4.18018018,222,4.3,489,https://www.google.com/maps/place/?q=place_id:ChIJhX-vwcpawokRmoxjgI9OF2Q
Bodhi Village,4.178294574,129,4.3,795,https://www.google.com/maps/place/?q=place_id:ChIJ2WE5QG9gwokRU4Jmpy0CVWI
Pig Heaven,4.177777778,45,4.3,680,https://www.google.com/maps/place/?q=place_id:ChIJV85Oz75YwokREEwM6yxMNtk
Yun Nan Flavour Garden,4.17032967,182,4.3,555,https://www.google.com/maps/place/?q=place_id:ChIJi4z3xcpawokRiVFgIC56Y2M
Grandma's Home 外婆家,4.168224299,107,4.4,387,https://www.google.com/maps/place/?q=place_id:ChIJG6UKFLRZwokR0zfgsrYFJCA
Taste of China,4.166666667,6,4.3,110,https://www.google.com/maps/place/?q=place_id:ChIJO6FOLYZbwokROYqupirMtsc
China Mia,4.166666667,6,4.3,306,https://www.google.com/maps/place/?q=place_id:ChIJN1qURmDzwokR5Vjk2Laocec
Kam Hung,4.166666667,6,4,155,https://www.google.com/maps/place/?q=place_id:ChIJ8-HLUTFhwokRC8k2-n0bcP4
new King wok,4.166666667,6,3.8,149,https://www.google.com/maps/place/?q=place_id:ChIJrwbLFMVgwokREHT9CG0-ccE
Hong Kong Noodle & Sariku Sushi,4.166666667,12,4,240,https://www.google.com/maps/place/?q=place_id:ChIJ-WCDcghZwokRafqiRaOW0JA
Ollie’s To Go: Upper West Side,4.166666667,12,4.2,445,https://www.google.com/maps/place/?q=place_id:ChIJpw8VhYZYwokRAqf_-P2PXvU
Panda,4.166666667,12,3.9,103,https://www.google.com/maps/place/?q=place_id:ChIJkeYlAuxbwokR_4cMU5BdecY
New Ruan's Restaurant,4.166666667,12,4.3,459,https://www.google.com/maps/place/?q=place_id:ChIJgRGD6g5FwokR2mp0hLhkr-Q
Ollie’s To Go: Upper East Side,4.166666667,24,4.2,392,https://www.google.com/maps/place/?q=place_id:ChIJFRm_st5ZwokR8Qu2MRuky0M
Cafe 48 & Restaurant,4.166666667,60,4.1,213,https://www.google.com/maps/place/?q=place_id:ChIJ0YTct-dhwokRwWqpEZ6IEIU
3 Times,4.166666667,60,4.1,426,https://www.google.com/maps/place/?q=place_id:ChIJ-aKp37hZwokRHX7Mbyn4Yb8
Taiwan Pork Chop House,4.162650602,166,4.4,575,https://www.google.com/maps/place/?q=place_id:ChIJzaUdIOpbwokRgrVeM4cBDOI
Ollie’s Chinese Noodle Shop & Grill (成都印象),4.159090909,88,4.3,1087,https://www.google.com/maps/place/?q=place_id:ChIJZ09rriX2wokRT1wN_QfWXuk
Kai Feng Fu Dumpling House,4.158878505,214,4.5,1009,https://www.google.com/maps/place/?q=place_id:ChIJG1_qo8tawokRjoeyM60U_Lg
Cafe Evergreen,4.157894737,19,4.3,268,https://www.google.com/maps/place/?q=place_id:ChIJ234jKcJYwokRvgObRh3u6qY
Wo Hop,4.155555556,90,4.4,4343,https://www.google.com/maps/place/?q=place_id:ChIJBfjMbPJbwokRrcQD5YX1LEI
Happy Hot Hunan,4.154639175,97,4.1,403,https://www.google.com/maps/place/?q=place_id:ChIJGW74UCP2wokRiwLDAGMTwdk
Chef's Garden,4.153846154,13,3.7,129,https://www.google.com/maps/place/?q=place_id:ChIJMyP05vpgwokR53d5e0AdtGo
China Moon Open Kitchen,4.153846154,13,3.8,198,https://www.google.com/maps/place/?q=place_id:ChIJsz2GVa5FwokRIpPDtZ8K87Q
Legend of Taste,4.153846154,39,4.4,371,https://www.google.com/maps/place/?q=place_id:ChIJRUDshWKKwokRKEDd6H2RAmE
Kung Fu Xiao Long Bao,4.152380952,210,4.3,1127,https://www.google.com/maps/place/?q=place_id:ChIJ7Qk6Qm9gwokRBilBh5_3yrA
Fortune House,4.142857143,7,3.8,136,https://www.google.com/maps/place/?q=place_id:ChIJ9ziVf2pbwokRkjY0a8Qu4lA
Twin Lin's Garden,4.142857143,7,4.1,115,https://www.google.com/maps/place/?q=place_id:ChIJd7RjksFawokRB045XyqKou8
New Arping,4.142857143,63,4.1,127,https://www.google.com/maps/place/?q=place_id:ChIJR7DpJCZawokR4is6gJL3UmI
Xi'an Famous Foods 西安名吃 | Financial District,4.141843972,141,4.5,1039,https://www.google.com/maps/place/?q=place_id:ChIJr_kSP5hbwokRCD6pIF3py5c
Baodega 小杨生煎,4.141104294,163,4.6,1524,https://www.google.com/maps/place/?q=place_id:ChIJyyYAdGhZwokRyaCxKMa04Rc
Moonstone Modern Asian Cuisine & Bar,4.135135135,37,4.3,628,https://www.google.com/maps/place/?q=place_id:ChIJ30fvYu6JwokR5Ek7l1SZBgg
Petite Dumpling,4.133333333,15,4.5,194,https://www.google.com/maps/place/?q=place_id:ChIJ4-IVVENbwokRCB-6SOq3hvE
Grace Kitchen,4.133333333,15,3.9,144,https://www.google.com/maps/place/?q=place_id:ChIJY2xGVsdbwokRBrFNpnX-cgg
Grain House 尚禾坊,4.133333333,45,4.1,189,https://www.google.com/maps/place/?q=place_id:ChIJVVUZgyT2wokRn-wwz_4ndYQ
Land of Plenty,4.133333333,75,4.2,530,https://www.google.com/maps/place/?q=place_id:ChIJ3ST_yOVYwokRvxy2GCoawXw
The Bao,4.131868132,182,4.3,1329,https://www.google.com/maps/place/?q=place_id:ChIJY_AGiJtZwokRMkVfS6vDfw8
Nuan Xin Rice Roll,4.130434783,46,4.1,128,https://www.google.com/maps/place/?q=place_id:ChIJUVxCMEpFwokRamH0w6GUmz8
uluh,4.129930394,431,4.3,1137,https://www.google.com/maps/place/?q=place_id:ChIJ0SLgu3ZZwokRI7lEBkiDtJE
Taiwanese Gourmet,4.127090301,299,4.2,1070,https://www.google.com/maps/place/?q=place_id:ChIJw_Q_yFJewokRxYROzhYEorI
Hardee on Utica,4.125,8,4.4,571,https://www.google.com/maps/place/?q=place_id:ChIJTwgnmX5cwokRiZyZHgI4T6M
New Shun Wei,4.125,8,3.7,142,https://www.google.com/maps/place/?q=place_id:ChIJlb0oxSVawokROIRkKYg8X6Q
Mr. Chan's Chinese Cuisine,4.125,8,4,174,https://www.google.com/maps/place/?q=place_id:ChIJEfhN6wNgwokRHBetBos3QLI
Lucky Fortune,4.125,8,3.8,168,https://www.google.com/maps/place/?q=place_id:ChIJTT_OgLdLwokRo4ic9yy4Pyo
Jin Jin Hong Kong Cafe,4.123893805,113,4.2,643,https://www.google.com/maps/place/?q=place_id:ChIJNTq51yNFwokRtdAsSDNH5ig
YAO Modern Cantonese Cuisine 富瑤,4.120879121,91,4.1,222,https://www.google.com/maps/place/?q=place_id:ChIJsS17BwBbwokRvfA6RxIST9o
New York Ban Jum 뉴욕반점,4.12,25,4.2,199,https://www.google.com/maps/place/?q=place_id:ChIJPcKYCcVhwokR7DKmMt4LkSQ
Cafe Hong Kong,4.116666667,120,4.1,508,https://www.google.com/maps/place/?q=place_id:ChIJ6ZjSHCdawokRCKiVXvK41ak
Nuan Xin Rice Roll,4.114285714,35,4.3,152,https://www.google.com/maps/place/?q=place_id:ChIJhas9ihNbwokRI5Npdgjovac
Bites of Xi'an 56,4.112068966,116,4.2,446,https://www.google.com/maps/place/?q=place_id:ChIJG4r6wUZZwokRxhGWJHwBDYA
Tri Dynasty Chinese Restaurant,4.111111111,9,3.9,106,https://www.google.com/maps/place/?q=place_id:ChIJ1RYvECJgwokRYI3212ZOqiQ
King Hing,4.111111111,9,4.2,106,https://www.google.com/maps/place/?q=place_id:ChIJte0X8qeMwokRyGDoj2tYFB8
Happy Town Chinese Restaraunt,4.111111111,9,4,162,https://www.google.com/maps/place/?q=place_id:ChIJwxJjRVL1wokRQjnAxVE4p20
Yozi 游子老鸭粉丝汤,4.106666667,150,4.2,300,https://www.google.com/maps/place/?q=place_id:ChIJoT5gmiJFwokRc7m6FhmNGDA
Like Cafe,4.104938272,162,4,487,https://www.google.com/maps/place/?q=place_id:ChIJq6rtZCFFwokRxApf8ZfR_2o
Duck Wong,4.100719424,139,4.1,381,https://www.google.com/maps/place/?q=place_id:ChIJhbWIHwdFwokROBA-HmRpxf4
Kaieteur Restaurant & Sports Bar,4.1,10,4.2,1304,https://www.google.com/maps/place/?q=place_id:ChIJDfWAEK5gwokRp0ZvtVkBrDc
Ming's Kitchen,4.1,10,3.9,148,https://www.google.com/maps/place/?q=place_id:ChIJ_StHmUpewokRtjt_G6sEObk
Hou Yi Hot Pot,4.097014925,134,4.3,756,https://www.google.com/maps/place/?q=place_id:ChIJt4HiLyhawokRhJ8I8nMsxZg
Joong Koog Jip,4.096491228,114,4,875,https://www.google.com/maps/place/?q=place_id:ChIJdSq_GtthwokR4TC5yYF3V3M
Beijing Dumpling,4.095238095,21,4.2,206,https://www.google.com/maps/place/?q=place_id:ChIJNVKXOpthwokRMUDuOOSvh9U
New Fu Run,4.095238095,63,4.3,235,https://www.google.com/maps/place/?q=place_id:ChIJv3uZ4pmJwokRhCxpWhv06hs
Café China,4.092457421,411,4.3,3058,https://www.google.com/maps/place/?q=place_id:ChIJhXTKrQBZwokRDA7Vijnq1AE
Chuan Tian Xia,4.086734694,196,4.3,569,https://www.google.com/maps/place/?q=place_id:ChIJrwxm-gpFwokR9f10RT15Ni8
Han Dynasty,4.083333333,84,4.3,1511,https://www.google.com/maps/place/?q=place_id:ChIJx3Nrt55ZwokRP3Xiw0TGnKE
LN 1380,4.079545455,264,4,862,https://www.google.com/maps/place/?q=place_id:ChIJaR0ACvCJwokRUzuLuwqSjs0
Joe's Home of Soup Dumplings,4.079365079,126,4.5,1256,https://www.google.com/maps/place/?q=place_id:ChIJte11-otZwokRe9hwGk12QkU
Henan Feng Wei,4.078431373,102,4.1,240,https://www.google.com/maps/place/?q=place_id:ChIJj_AZvhFgwokRvh7oLaggI9Q
New China,4.076923077,13,4.1,113,https://www.google.com/maps/place/?q=place_id:ChIJldC-jjdFwokRviSlhT9plx4
Delhi Heights Indian Restaurant,4.076923077,13,3.9,509,https://www.google.com/maps/place/?q=place_id:ChIJe27DKgdfwokRlt4-eKsMGiE
Uncle Ted's Modern Chinese Cuisine,4.076923077,26,4.1,467,https://www.google.com/maps/place/?q=place_id:ChIJDUkb8pFZwokRwOesf2bPdCo
Little Dumpling,4.076923077,117,4.3,905,https://www.google.com/maps/place/?q=place_id:ChIJIdXV4O-JwokR1jtxckH_DrM
Xi'an Famous Foods 西安名吃 | Downtown Brooklyn,4.075757576,66,4.5,513,https://www.google.com/maps/place/?q=place_id:ChIJ1dGOCIRbwokRJS_ppm2DgCo
Zhengzhou Noodles Inc,4.075471698,53,3.9,126,https://www.google.com/maps/place/?q=place_id:ChIJxxIWxBFgwokROrZK-Yive0s
Hop Lee,4.073529412,68,4.3,669,https://www.google.com/maps/place/?q=place_id:ChIJ4xlG7CZawokRCHn1c3MJlc0
Asian Jewels,4.073217726,519,4.2,2995,https://www.google.com/maps/place/?q=place_id:ChIJ2aw2iQ5gwokRDiwmsI9YhnE
Hunan Village,4.072916667,96,4,450,https://www.google.com/maps/place/?q=place_id:ChIJO3qR_QNZwokRElf0OmsV39A
Yum Yum |Chinese Take Out,4.071428571,14,3.5,176,https://www.google.com/maps/place/?q=place_id:ChIJFSlH_bVNwokREaLpPn1TNKA
RongWang Cantonese Restaurant Inc,4.071428571,42,3.9,105,https://www.google.com/maps/place/?q=place_id:ChIJZ1Tyh6FhwokRLZCHiXzv1kc
Four Four South Village,4.069892473,186,4.1,551,https://www.google.com/maps/place/?q=place_id:ChIJcU3r6cJhwokRhbFA84CoGbM
Kung Fu,4.066666667,15,4.5,224,https://www.google.com/maps/place/?q=place_id:ChIJ-S1iSQpFwokRm2pgE4kQK9o
Empire East,4.0625,16,3.8,249,https://www.google.com/maps/place/?q=place_id:ChIJFSjUjU9MwokRL5kkIqY6Zdg
Edo,4.0625,16,4.2,335,https://www.google.com/maps/place/?q=place_id:ChIJJaj_4uxEwokRNO-qxGTKjz0
Longevousjoy Shiawase,4.062111801,161,4,459,https://www.google.com/maps/place/?q=place_id:ChIJ82dn2-FEwokRnv9vSso0cUY
Yunnan Rice Noodle House,4.061403509,114,4.1,573,https://www.google.com/maps/place/?q=place_id:ChIJ61xsAEVbwokRS6GWvuAq5U0
August Gatherings富瑤,4.060790274,329,4.1,1010,https://www.google.com/maps/place/?q=place_id:ChIJw-APBYpZwokR-HVAJYOK8iY
Xing Wong BBQ,4.060606061,33,3.8,146,https://www.google.com/maps/place/?q=place_id:ChIJ-e5jlihawokRLzPRwJMzXpg
JiBeiChuan,4.058823529,68,4.1,145,https://www.google.com/maps/place/?q=place_id:ChIJ_c9NrKRbwokR20kNhtfDb1w
Lee & Bai Chinese Buns Shop,4.058823529,85,4,179,https://www.google.com/maps/place/?q=place_id:ChIJGx8hdABhwokRMwM-nNvyGzk
White Bear,4.056603774,159,4.3,920,https://www.google.com/maps/place/?q=place_id:ChIJZZBJcg5gwokROTWAGansSV4
Shanghai Zhen Gong Fu,4.054794521,73,4.4,469,https://www.google.com/maps/place/?q=place_id:ChIJOW_OC1JewokRDyZd5ag8jOc
Seng Seafood Restaurant,4.054545455,55,4.1,177,https://www.google.com/maps/place/?q=place_id:ChIJyVJ6v8hbwokRgfiPYxijpxc
Tasty & Co,4.045454545,22,3.9,155,https://www.google.com/maps/place/?q=place_id:ChIJGWEfmDdewokRdcBqQ0Vzpqs
BK Seafood Market 海鲜舫,4.045454545,66,4.1,165,https://www.google.com/maps/place/?q=place_id:ChIJqa1RgFBFwokRqgVBamPjDO4
Wo Kee Noodle,4.045454545,66,4.1,424,https://www.google.com/maps/place/?q=place_id:ChIJn-SQE_xgwokROTtYD_ClYJY
Tasty Hand - Pulled Noodles,4.045045045,111,4.4,1445,https://www.google.com/maps/place/?q=place_id:ChIJmZTuWtBbwokRWxbraRwj8xA
MáLà Project,4.042918455,233,4.4,1410,https://www.google.com/maps/place/?q=place_id:ChIJM2NCGJ1ZwokRA2nCkZcz08g
La Salle Dumpling Room,4.035087719,57,4.3,610,https://www.google.com/maps/place/?q=place_id:ChIJ0_o810H2wokRgUHFkZjZEmw
Hunan Cafe,4.028301887,212,4,467,https://www.google.com/maps/place/?q=place_id:ChIJ1YMlqRpgwokRBOEHM0n4N7M
Grand Sichuan Eastern,4.027777778,36,4,261,https://www.google.com/maps/place/?q=place_id:ChIJEwqTD-RYwokR9HdUcq_lZ5Q
Chicken Hot Pot,4.022727273,88,4,155,https://www.google.com/maps/place/?q=place_id:ChIJZem9tT1hwokRowsgNhWR85s
Hi Tea Bakery & Restaurant,4.020408163,98,4.1,360,https://www.google.com/maps/place/?q=place_id:ChIJwZwbl_NhwokRX5S79BixT00
Mala Town,4.014705882,68,3.8,144,https://www.google.com/maps/place/?q=place_id:ChIJZTgVizpFwokRAlIQegwhSfM
Wu's Wonton King,4.008333333,240,4.2,1626,https://www.google.com/maps/place/?q=place_id:ChIJT5GkdilawokRy9yB3jEG_3Q
Kowloon Café,4.006622517,151,3.9,495,https://www.google.com/maps/place/?q=place_id:ChIJI_W8JQdFwokRpoOE9j-0CXo
King Food,4,1,4,118,https://www.google.com/maps/place/?q=place_id:ChIJ2WqUWAtcwokRndtdwP8T5ww
No 1 Halal Kitchen,4,1,4,255,https://www.google.com/maps/place/?q=place_id:ChIJz2GHZBJhwokRWvaLabBPovw
Boston Road China,4,1,3.5,114,https://www.google.com/maps/place/?q=place_id:ChIJExODLzTzwokRTfe-0P8Q1Io
Loong Xin,4,1,3.7,101,https://www.google.com/maps/place/?q=place_id:ChIJV9P0OyfzwokRED5-DwhHvOs
A & C Kitchen,4,1,3.6,114,https://www.google.com/maps/place/?q=place_id:ChIJBxeKWXdZwokRoE0jhLAfrjU
Great Wall,4,1,3.6,123,https://www.google.com/maps/place/?q=place_id:ChIJ0wtAKMT0wokRo4reCE1EmoE
Big Wong,4,1,3.5,107,https://www.google.com/maps/place/?q=place_id:ChIJCXcDIy7zwokRT1yoNxXzbic
China Express,4,2,4.3,149,https://www.google.com/maps/place/?q=place_id:ChIJ--DFZHRYwokROpDqWDGhxtA
Golden Fountain Kitchen,4,2,3.9,222,https://www.google.com/maps/place/?q=place_id:ChIJ102VK6RgwokRLvb7HQAT_aY
Main Moon Chinese Restaurant,4,2,4.1,271,https://www.google.com/maps/place/?q=place_id:ChIJqVXCrQOzw4kR54qeX8ytvrI
Emperor House,4,2,4.2,162,https://www.google.com/maps/place/?q=place_id:ChIJbZzCm3FOwokRFTqwxa1Hs7k
No 1,4,2,3.6,142,https://www.google.com/maps/place/?q=place_id:ChIJsdDVqtdmwokRdCmyT6Tjkgc
Halal Musa Chinese Food,4,2,4.2,394,https://www.google.com/maps/place/?q=place_id:ChIJ_____8b0wokRgHqY9GrcNEA
Golden Chopstick,4,2,3.7,121,https://www.google.com/maps/place/?q=place_id:ChIJFbq1Gq5gwokRTseXJgj4nfs
New China Garden 🇨🇳,4,3,3.7,103,https://www.google.com/maps/place/?q=place_id:ChIJMYuoq-tbwokRjxXvn5UeFVI
Cheung Hing Kitchen,4,3,3.6,181,https://www.google.com/maps/place/?q=place_id:ChIJQU8h3zNhwokRtWGzuRNbSKo
Hong Kong,4,3,3.9,114,https://www.google.com/maps/place/?q=place_id:ChIJ6XUp5_9dwokRuTiBWlG68TE
Xin Lin,4,4,3.9,131,https://www.google.com/maps/place/?q=place_id:ChIJ7d27KSNYwokRYtkoZcwDsMI
Wing Hing,4,4,4.1,132,https://www.google.com/maps/place/?q=place_id:ChIJw8rf4HNbwokR-_ytGRAOsTA
Fei Ma,4,4,4.2,126,https://www.google.com/maps/place/?q=place_id:ChIJ8_ABuIJZwokRTfeuXS6WZ7c
Smile Restaurant,4,4,3.7,152,https://www.google.com/maps/place/?q=place_id:ChIJ2RmgQV3zwokRN-0bEo55seU
China Dragon,4,4,3.7,139,https://www.google.com/maps/place/?q=place_id:ChIJaWWW8NNEwokRK1Ub0ei1GOY
Peking Kitchen,4,4,3.8,209,https://www.google.com/maps/place/?q=place_id:ChIJNV5rd5_0wokRaeH-r0HSBj4
Lin's Garden,4,4,3.7,101,https://www.google.com/maps/place/?q=place_id:ChIJKdBegiPzwokRs9vCBDw31l0
88,4,5,3.6,170,https://www.google.com/maps/place/?q=place_id:ChIJ7d_x_3P2wokRJwv09ExD-Hc
Peking Kitchen II,4,5,3.6,101,https://www.google.com/maps/place/?q=place_id:ChIJR0VUoxb2wokR_92eSG49c3c
Golden Star,4,5,4.1,141,https://www.google.com/maps/place/?q=place_id:ChIJFQU9TGdbwokRUKcjUWK336Y
Cactus,4,5,4.1,199,https://www.google.com/maps/place/?q=place_id:ChIJry25PH5EwokRXyrARmFaVXE
Panda Garden,4,5,3.6,113,https://www.google.com/maps/place/?q=place_id:ChIJjcC6U-xgwokR06cvW5mthDg
U Like,4,5,4.1,109,https://www.google.com/maps/place/?q=place_id:ChIJu8UjmO1bwokRme24D4lFxD0
Dream Station,4,5,3.4,108,https://www.google.com/maps/place/?q=place_id:ChIJESV1BD3zwokRpwAIadAfEks
Chelsea Golden Wok,4,7,3.4,209,https://www.google.com/maps/place/?q=place_id:ChIJf2SHwrtZwokR1ujLouSvMzs
La Nueva Victoria,4,7,4.1,798,https://www.google.com/maps/place/?q=place_id:ChIJt5zmDyj2wokRzdvzO4aq9Es
New King Wok,4,7,4.1,118,https://www.google.com/maps/place/?q=place_id:ChIJjbA-2LZawokRRgDHBFMpvLM
Great China,4,7,4.1,272,https://www.google.com/maps/place/?q=place_id:ChIJnyph2q1NwokR96HUakWQw58
Feng's Garden,4,8,3.9,123,https://www.google.com/maps/place/?q=place_id:ChIJXWJBLplgwokRwHY38T_5Jjo
China Glatt,4,10,4.5,1119,https://www.google.com/maps/place/?q=place_id:ChIJAXQOU9NawokR0QPQ1nvCy2k
China Garden,4,10,4.3,211,https://www.google.com/maps/place/?q=place_id:ChIJJQ7tydBewokRYAjmOVrKs0Q
Mee Noodle Shop & Grill,4,11,4,182,https://www.google.com/maps/place/?q=place_id:ChIJf6TsAp5ZwokR8WmkLvXvRdI
Golden Dragon,4,11,3.9,174,https://www.google.com/maps/place/?q=place_id:ChIJd81AhtJawokRbqN6srXD7YQ
Food Sing,4,12,3.9,216,https://www.google.com/maps/place/?q=place_id:ChIJq5hIQ2BZwokRzZM4Bl7v4sc
Golden Harbor,4,15,3.9,232,https://www.google.com/maps/place/?q=place_id:ChIJbQGrVEJewokR8_16dqgWjbs
Kum Kau,4,16,4.1,1575,https://www.google.com/maps/place/?q=place_id:ChIJG4WAoLhbwokRyn0RE1BW2Mg
Wa Jeal,4,19,4.4,288,https://www.google.com/maps/place/?q=place_id:ChIJa4KK_LtYwokRXcEb5Yrs0JQ
Shangeri-La Restaurant,4,20,4.3,1095,https://www.google.com/maps/place/?q=place_id:ChIJr9HJ1FCLwokRCOt5nWYe-PY
Jac Mao,4,20,4.1,505,https://www.google.com/maps/place/?q=place_id:ChIJr-CsR8ROwokRis4tvjFo1Xs
New Moon,4,21,4.1,296,https://www.google.com/maps/place/?q=place_id:ChIJr7-MfQZZwokRHLbO4Pb3He8
New Apolo,4,21,4.3,1211,https://www.google.com/maps/place/?q=place_id:ChIJx7Eof-JbwokRHaM8VNSl4zs
Han Dynasty Long Island City,4,23,4.2,119,https://www.google.com/maps/place/?q=place_id:ChIJM0NdDQtZwokRay142BXkRQg
China 1 Kitchen,4,26,3.9,230,https://www.google.com/maps/place/?q=place_id:ChIJQefBmcVYwokR8MSSO9Ffw78
Amy's Chinese Restaurant,4,28,4.3,255,https://www.google.com/maps/place/?q=place_id:ChIJaw4bW-ZhwokR3T18rOkNbP4
Panda Express,4,29,4.1,1261,https://www.google.com/maps/place/?q=place_id:ChIJW2Dg2VNYwokRoQ1cchHCorI
Staten Island MR. BBQ,4,34,4.1,115,https://www.google.com/maps/place/?q=place_id:ChIJLbIfyspJwokRW7z6HsHCGrQ
Kissena Cafe,4,39,3.9,109,https://www.google.com/maps/place/?q=place_id:ChIJR3MX3lxgwokRqVPOBA7dxDI
Congee Village,3.992932862,566,4.1,2506,https://www.google.com/maps/place/?q=place_id:ChIJx8xdGIdZwokRT15ilvIVcTM
Pinch Chinese,3.98630137,146,4.3,925,https://www.google.com/maps/place/?q=place_id:ChIJN2iOxo1ZwokRIMdxk2LDHmM
Old Xi’an,3.986111111,72,4.1,367,https://www.google.com/maps/place/?q=place_id:ChIJxxFm1u5bwokRkpYm1R6tMU4
Royal Queen,3.985446985,481,4,1243,https://www.google.com/maps/place/?q=place_id:ChIJPwLjwxFgwokR--CbiBEvDws
New Northern Manor 新同乐,3.985294118,204,4.1,878,https://www.google.com/maps/place/?q=place_id:ChIJTzUWpvqJwokRzzowue5qmPk
House of Joy,3.983606557,244,4.1,1323,https://www.google.com/maps/place/?q=place_id:ChIJ-eS_PhdbwokRjlCFlhmIGdU
Supreme Restaurant,3.979591837,196,4.2,1965,https://www.google.com/maps/place/?q=place_id:ChIJHT2IhidawokR29hLR-IQb8k
Howong,3.975806452,124,4.1,396,https://www.google.com/maps/place/?q=place_id:ChIJ5dSOHB5FwokRAeX2-ZPEFcg
1468 Hylan Cafe,3.973684211,38,4.3,123,https://www.google.com/maps/place/?q=place_id:ChIJ97NQEgBPwokRUoHBenYfBc0
Yin Ji Chang Fen 銀記腸粉,3.973684211,114,4,276,https://www.google.com/maps/place/?q=place_id:ChIJqwTG-uphwokR_QqTc3u-m8M
Chinese Tuxedo,3.968253968,63,4.4,1210,https://www.google.com/maps/place/?q=place_id:ChIJyW-u9iZawokRY1sHXGzZHGI
Han Dynasty Upper West Side,3.967741935,62,4.3,1078,https://www.google.com/maps/place/?q=place_id:ChIJb0Q8GIRYwokRHVhrqLQwn50
Red House Restaurant,3.966666667,90,4,204,https://www.google.com/maps/place/?q=place_id:ChIJG31bhD9hwokRYWTwJ0Mqcz0
Park Asia,3.964401294,309,4.1,1184,https://www.google.com/maps/place/?q=place_id:ChIJP5YFN09FwokRLyaJTlmWHs0
Kings Co Imperial,3.958333333,24,4.5,934,https://www.google.com/maps/place/?q=place_id:ChIJkXTZdllZwokRVFI-NxcdIa4
Crown One 御庭酒楼,3.954545455,110,4,386,https://www.google.com/maps/place/?q=place_id:ChIJ7yZJiEphwokRbveVq27Fk3A
Guh Song Korean Style Chinese Restaurant,3.953125,64,4.1,546,https://www.google.com/maps/place/?q=place_id:ChIJN5Q5V-ZhwokRag1Qf7J1aQo
Sei Less,3.952380952,21,4.5,1854,https://www.google.com/maps/place/?q=place_id:ChIJC_y1g6tZwokR5HzqjKOPL3M
Little Pepper,3.950819672,61,4.3,343,https://www.google.com/maps/place/?q=place_id:ChIJ1ec4s1P1wokRUK_74W1Q0q0
Jian Restaurant (私房小厨）,3.95,20,3.9,176,https://www.google.com/maps/place/?q=place_id:ChIJu_gWIueJwokRca2S2yXZGMk
Peppercorn Station 青花椒 纽约,3.95,140,4.3,447,https://www.google.com/maps/place/?q=place_id:ChIJ5ckmp3JZwokRYISySgjWO7k
